City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Pune,broken clouds,96.09800000000003,95.21600000000001,96.09800000000003,96.09800000000003,1006,28,3.29,2024-05-21 10:36:03,2024-05-21 05:59:12,2024-05-21 19:03:28
