City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Pune,overcast clouds,91.14800000000002,93.59600000000006,91.14800000000002,91.14800000000002,1007,43,1.43,2024-05-21 08:39:52,2024-05-21 05:59:12,2024-05-21 19:03:28
