City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Pune,broken clouds,86.93600000000006,95.07200000000003,86.93600000000006,86.93600000000006,1005,65,3.86,2024-05-21 22:30:00,2024-05-21 05:59:12,2024-05-21 19:03:28
