City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Pune,overcast clouds,86.27000000000007,90.19400000000007,86.27000000000007,86.27000000000007,1006,56,2.68,2024-05-22 08:58:55,2024-05-22 05:58:58,2024-05-22 19:03:51
