City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Pune,broken clouds,90.14000000000001,90.23000000000005,90.14000000000001,90.14000000000001,1006,38,3.29,2024-05-21 10:08:39,2024-05-21 05:59:12,2024-05-21 19:03:28
